Timestamp(UTC), Latitude, Longitude, Wave Height(meters), Wave Direction(degrees T), Average Wave Period(seconds), Dominant Wave Period(seconds)
2011-12-03 20:30:00, 36.7898, -122.1725,  3.0,  65,  8.5, 12.8
2011-12-03 21:00:00, 36.7861, -122.1760,  2.5,  50,  9.6, 11.6
2011-12-03 21:30:00, 36.7811, -122.1616,  2.4,  77,  8.7, 14.2
2011-12-03 22:00:00, 36.7760, -122.1464,  2.3,  57,  9.2, 12.8
2011-12-03 22:30:00, 36.7708, -122.1313,  1.9,  75,  9.5, 14.2
2011-12-03 23:00:00, 36.7655, -122.1156,  2.0,  64,  9.6, 12.8
2011-12-03 23:30:00, 36.7602, -122.1001,  1.8,  75,  8.0, 12.8
2011-12-04 00:00:00, 36.7576, -122.0880,  1.6,  54,  8.0, 10.7
2011-12-04 00:30:00, 36.7619, -122.0909,  1.7,  61,  7.0, 14.2
2011-12-04 01:00:00, 36.7646, -122.0986,  1.7,  71,  7.5, 11.6
2011-12-04 01:30:00, 36.7669, -122.1054,  1.7,  81,  7.1, 12.8
2011-12-04 02:00:00, 36.7692, -122.1121,  2.3,  66,  9.2, 12.8
2011-12-04 02:30:00, 36.7711, -122.1181,  1.9,  53,  8.8, 11.6
2011-12-04 03:00:00, 36.7730, -122.1236,  1.6,  69,  7.9, 14.2
2011-12-04 03:30:00, 36.7742, -122.1271,  1.5,  73,  8.2, 14.2
2011-12-04 04:00:00, 36.7752, -122.1300,  1.8,  55,  9.4, 14.2
2011-12-04 04:30:00, 36.7765, -122.1336,  2.0,  69,  9.7, 14.2
2011-12-04 05:00:00, 36.7780, -122.1382,  1.9,  77,  8.8, 12.8
2011-12-04 05:30:00, 36.7797, -122.1433,  1.9,  73,  8.5, 16.0
2011-12-04 06:00:00, 36.7815, -122.1486,  1.6,  66,  7.2, 11.6
2011-12-04 06:30:00, 36.7833, -122.1539,  1.7,  83,  8.7, 12.8
2011-12-04 07:00:00, 36.7853, -122.1597,  1.7,  79,  8.9, 14.2
2011-12-04 07:30:00, 36.7875, -122.1662,  1.8,  75,  9.8, 14.2
2011-12-04 08:00:00, 36.7896, -122.1722,  2.4,  67,  9.6, 12.8
2011-12-04 08:30:00, 36.7880, -122.1779,  1.7,  65,  7.8, 14.2
2011-12-04 09:00:00, 36.7832, -122.1681,  1.7,  67, 10.5, 12.8
2011-12-04 09:30:00, 36.7794, -122.1568,  1.8,  68,  9.4, 11.6
